admin2Name,admin2Pcod,Year,T_MAX,T_MAX_1,T_MAX_2,T_MAX_3,T_MAX_4,T_MAX_5,T_MAX_6,T_MAX_7,F_T_Max,T_Min,T_Min_1,T_Min_2,T_Min_3,T_Min_4,T_Min_5,T_Min_6,T_Min_7,F_T_Min,T_Mean,T_Mean_1,T_Mean_2,T_Mean_3,T_Mean_4,T_Mean_5,T_Mean_6,T_Mean_7,F_T_Mean
Mueang Tak,TH6301,2018,33.22105472325728,30.28378643263062,29.45792864617323,28.904635192918324,30.53296235653201,30.66807193977376,30.60856376465035,29.956014034603953,30.454127136317442,24.84949702228215,24.687806558867184,24.529827327389018,24.166066102325154,23.59772189347579,23.40784401948936,21.783788345584764,20.521152694075326,23.442962995436098,28.623546139362364,27.00037194114584,26.555505801685477,26.165209462489646,26.583567396283453,26.668299062462893,26.02650343439391,25.254491986760282,26.609686903072983
Ban Tak,TH6302,2018,33.38198829153948,29.527492596271873,28.485366090504172,27.87013434632987,30.051874995323,30.44182380296264,30.52729254828561,30.06680524205745,30.04409723915926,24.549618278883447,23.874064671308172,23.65283427037501,23.33702856188079,23.11094080899413,23.428616888404374,22.67812065621448,21.21149465626686,23.230339849040906,28.204805110819358,26.121567171956713,25.566342014249436,25.112994333854296,25.987738497260306,26.55896181031056,26.476979900715772,25.629743209625673,26.207391506099018
Sam Ngao,TH6303,2018,31.91412353515627,28.83244578043622,28.178487141927107,27.504224141438826,29.342253112792992,29.232437642415388,28.919477335612,28.179457900103422,29.012863323735278,23.45249938964846,23.157432047526065,23.034802246093772,22.757662455240908,22.377413431803408,22.31622772216799,20.76475728352867,19.297776794433616,22.14482142130536,26.95781680213082,25.42389339870879,25.122666316562245,24.606665229797386,25.295789400736513,25.310097079806884,24.64290214114721,23.68289243660723,25.130340350687135
Mae Ramat,TH6304,2018,31.162226126687592,26.328992737887223,25.355880213687314,24.73126579097282,27.89605774139942,28.887989311352136,29.11403925417183,28.60111157396632,27.75969534376558,22.584793155067867,22.10374827281218,21.89004202645287,21.58923763663311,21.521096918474186,21.115850296823623,19.472172123423817,18.65665925206048,21.116699960218515,25.948408045049323,23.551932404099876,22.960385369239518,22.59484193621186,23.910158312925848,24.489047800521426,24.096118224160733,23.515682704441343,23.883321849581243
Tha Song Yang,TH6305,2018,29.77990366617841,25.753882853190127,25.05296783447268,24.355701192220074,27.57290395100914,28.489140828450545,28.784353637695336,27.760622540642256,27.193684562982327,22.013328552246115,21.853376770019555,21.613836161295595,21.449170430501326,21.3200866699219,20.724129231770856,19.30092519124351,18.206531479779436,20.81017306084729,24.977456559075268,23.074468485514345,22.64067304399281,22.295600234137662,23.525365681118462,24.039147101508274,23.82714150746665,22.962021764119495,23.41773429711662
Mae Sot,TH6306,2018,31.00030698509774,26.3082250109436,25.301365427424827,24.61894966674951,27.635270319206445,28.878745861571428,29.03919535835446,28.7058358087069,27.685986804756862,22.582078422537403,22.069676058970792,21.88307265905077,21.562015622622035,21.4113662941913,20.965594730429764,19.180320375240612,18.437763564505033,21.01148596594346,25.869841876074407,23.53008941105937,22.94084583521674,22.56660148100672,23.77683807359538,24.393638648471406,23.84209837307382,23.42703589033105,23.793373698603613
Phop Phra,TH6307,2018,28.529742119778184,25.20271245528914,24.249044082904703,23.50563721876037,26.028816738347924,26.92732475763082,26.504459905076324,25.972603981780253,25.865042657445965,20.691109429282722,20.552505790776245,20.49255123467283,20.14292098461899,19.85464915571544,19.400884877128185,17.638420210213518,16.94268699504785,19.46446608468197,23.700006418483948,22.17750829353189,21.73163801098238,21.25953687251302,22.203153418033082,22.586448321579994,21.661943852947154,21.17972910857187,22.06249553708042
Umphang,TH6308,2018,28.111942289048372,24.239947372657692,23.135743823949866,22.300776230079563,25.29559526084128,26.79730223282526,26.738380836818553,26.193817722096185,25.351688221039595,20.33882585387302,20.066422242980096,19.953614833665952,19.670482471853084,19.480214120616107,19.29542135045151,17.74041233228603,17.291806479061375,19.229649960598397,23.199933831588105,21.505237386952295,20.934510026461865,20.523897406352337,21.571225763772443,22.398756228829377,21.687851638241117,21.315512642043355,21.64211561553011
Wang Chao,TH6309,2018,32.32984698538609,29.879025995008124,29.238480977855545,28.712491168199847,30.245484626982424,30.486586141211934,30.446126177921904,29.954974313532492,30.161627048262297,24.28603771245116,24.427639133363538,24.320423417564488,24.005475575612518,23.346048441961123,23.17526846537841,21.483507149564996,20.54153503291119,23.198241866100926,27.928941158291977,26.73972482329577,26.336365231167516,26.00571470780231,26.365862714952176,26.53320488831048,25.739846648325862,25.196671902823592,26.355791509371212
Mueang Loei,TH4201,2018,30.46629631470822,29.658731153595266,29.51360881071866,28.824692551747635,29.451690674242005,29.33370845288744,28.860540299277226,27.6696150185829,29.222360409469918,23.272684855987514,23.6978156110217,23.718457253075652,23.396120028473828,22.851868121915654,22.405471789756078,20.414288348287712,18.765056692671276,22.315220337648675,26.272399566001358,26.222317728225928,26.147814454145173,25.709267776364435,25.836738447146768,25.607820347633453,24.547183649480264,23.288084543366598,25.453953314045496
