admin2Name,admin2Pcod,Year,T_MAX,T_MAX_1,T_MAX_2,T_MAX_3,T_MAX_4,T_MAX_5,T_MAX_6,T_MAX_7,F_T_Max,T_Min,T_Min_1,T_Min_2,T_Min_3,T_Min_4,T_Min_5,T_Min_6,T_Min_7,F_T_Min,T_Mean,T_Mean_1,T_Mean_2,T_Mean_3,T_Mean_4,T_Mean_5,T_Mean_6,T_Mean_7,F_T_Mean
Mueang Tak,TH6301,2014,35.51318843868108,31.909426420230993,29.891242212117067,29.962620985203742,30.13779873829525,29.90420918770754,29.693558176487638,29.394523858431853,30.8008210021444,26.00239043445988,25.40788266977783,24.455245850718697,23.968730237330963,23.55939383333449,22.661093338496563,21.39891373176312,19.231783708895467,23.33567922559713,30.200609634204724,28.115911638063725,26.763965571335426,26.520388478807494,26.428659380769965,26.066705608097507,25.45628585549908,24.437930607213286,26.7488070967489
Ban Tak,TH6302,2014,35.64156184287822,31.065234795932135,28.99997545731938,29.392848269875504,29.73727480132007,30.076312951566642,30.01406486774316,30.104406741376362,30.628959966001432,25.467282513731767,24.586663549430554,23.652388029719702,23.368137461929052,23.063924773351467,23.09689771279524,22.419720686989297,20.226368643223577,23.23517292139633,29.74286607642438,27.15009305425381,25.762293136470046,25.804529030508792,25.801065417176485,26.316965812254406,26.009234985020303,25.137486103222102,26.46556670191629
Sam Ngao,TH6303,2014,34.339201863606796,30.346932474772156,28.534607442220075,28.74731394449872,29.060139465332053,28.741624450683616,28.51282653808596,28.3617806827321,29.580553357741433,24.517681884765647,23.8281682332357,23.031624857584656,22.744232177734396,22.444202677408878,21.696392822265647,20.594920349121118,17.900178527832054,22.094675191243514,28.632209883795863,26.438815222846166,25.234411684672065,25.14265833960641,25.130514950222473,24.88644330766469,24.36469968159996,23.198544176887086,25.378537155911836
Mae Ramat,TH6304,2014,32.70321910229066,27.642016327439713,25.73953988379765,26.465844701934305,26.753045784933544,28.161169323302175,28.457185490123038,28.562053354930605,28.06050924609396,23.401268764562797,22.556278089021404,21.967137579666964,21.783661252741254,21.56031219268266,20.182708380448215,19.011039153517363,16.676146951681343,20.89231904554025,27.156175852591556,24.300280477780372,23.184504046925344,23.39763736350079,23.428333595142057,23.780205254850355,23.64382931313322,22.698398251843546,23.948670519470905
Tha Song Yang,TH6305,2014,30.94381256103518,26.37343902587893,25.478841654459657,25.851552327473982,26.724753824869815,28.15324605305992,28.55381774902346,28.44499763039984,27.565557603275096,22.74968414306643,22.160664876302107,21.62180379231773,21.4472600301107,21.238828023274763,19.992151387532576,19.167978922526064,16.480726533777595,20.607387213613496,25.923656823900032,23.527438269721166,22.72876118554012,22.895067193773077,23.040017445882192,23.638466962178565,23.815546035766623,22.606675495820898,23.521953676572835
Mae Sot,TH6306,2014,32.58807675880695,27.680504788005063,25.729072370833205,26.390161161636684,26.48397574036295,28.05956644706023,28.572218948478376,28.624199608639163,28.015971977977827,23.335889517984185,22.51545927249651,21.92771416446068,21.732824046477635,21.41263465926388,20.050573073518155,18.768150754145704,16.625831118020137,20.79613457579586,27.062062799237825,24.305178915577045,23.194267202615297,23.342548775776148,23.28225255698715,23.62407804459363,23.463450964595292,22.57720089727475,23.856380019582136
Phop Phra,TH6307,2014,29.843238183821775,26.256684666666512,24.592802936729367,25.41599066504119,25.22331214060731,25.91829868897627,26.090971246807076,25.812494254837677,26.144224097935897,21.16644681788041,20.92222979425016,20.438219667851264,20.22988628518995,19.831302936049738,18.58081079844773,17.23154750911671,15.340138098385973,19.21757273839649,24.661427550480305,22.867446697717437,21.920152091979997,22.0506435650062,21.822427011541045,21.731187543467108,21.260045560931818,20.324891324717125,22.07977766823013
Umphang,TH6308,2014,28.87884823121889,25.103254686438547,23.515323411139914,24.596521756821808,24.480804717575317,26.131701200181183,26.17458150006725,26.174559483442792,25.63194937336071,20.60579781352612,20.388647580354135,19.93539981344474,19.742292347783653,19.456961358111858,18.5947210029934,17.47142758576769,15.828783725045854,19.003003903378435,23.816867343884176,22.065220199068985,21.138580663008412,21.402310893293762,21.184003177218994,21.6649415479651,21.26159278574776,20.51044143260493,21.630494755349012
Wang Chao,TH6309,2014,34.74029602660699,31.41619316280784,29.486746655831094,29.71364898681643,29.87271397200593,29.39914919126896,29.50531672410334,29.31498613685488,30.431131357036932,25.371215837738692,25.014874477781312,24.15203449213873,23.69535896470088,23.218040461952075,22.252118687762458,20.981808367122696,19.328861937431018,23.00178915332848,29.53365765570915,27.713732471779213,26.497508298604817,26.30858575914863,26.138518168022625,25.639255728666047,25.13558226709506,24.31544041897684,26.410285096000298
Mueang Loei,TH4201,2014,32.57782420817192,31.035329181287317,29.243771638345187,29.192871484014137,28.841348001321307,28.77227121782008,28.216330607874426,26.385698710431434,29.283180631158228,24.466812687939303,24.562391018641186,23.683222876999633,23.305671093048133,22.88599137962433,21.68770973613215,20.14263179728358,16.88785710423105,22.20278596173742,27.91954367128683,27.304150562719226,26.050686995748844,25.790168692351983,25.44473258469338,25.06452193838297,24.023655102285534,21.641316072319196,25.404846952473495
