admin2Name,admin2Pcod,Year,ET,ET_1,ET_2,ET_3,ET_4,ET_5,ET_6,ET_7,Avg_ET,PET,PET_1,PET_2,PET_3,PET_4,PET_5,PET_6,PET_7,Avg_PET
Mueang Tak,TH6301,2012,142.09168957496303,89.1884753647706,105.77699302178053,104.33123281877778,105.97595686191583,122.90348910974839,82.39638401353353,52.87379995770778,100.69225259039969,142.09168957496303,125.32839923873972,110.25538168746039,112.07274265172343,105.97595686191583,127.40334108691059,96.94920702051176,92.46189469232395,114.06732660181862
Ban Tak,TH6302,2012,140.75536723163842,88.22508474576269,101.94866290018832,101.07137476459512,105.30824858757062,123.88105461393596,81.40112994350284,42.82644067796611,98.17717043314501,140.75536723163842,124.1447834274953,109.7065536723164,111.02723163841807,105.30824858757062,126.37615819209041,95.75838041431263,91.81792843691149,113.11183145009416
Sam Ngao,TH6303,2012,140.94884179398719,75.31084277969443,84.57023164120257,84.93859043863971,106.95101034992607,124.03060620995564,81.63006407097092,47.44026614095614,93.22755667816658,140.94884179398719,126.78708723509116,111.47072449482503,112.78654509610647,106.95101034992607,126.6677673730902,94.97796944307542,90.86047313947758,113.9313023656974
Mae Ramat,TH6304,2012,130.41355882352943,109.43714705882354,96.69552941176472,100.17323529411767,97.97335294117649,119.14508823529414,75.83526470588237,43.64317647058824,96.66454411764705,130.41355882352943,112.14288235294119,96.69552941176472,100.17323529411767,97.97335294117649,122.95735294117648,94.4374117647059,93.5798235294118,106.04664338235295
Tha Song Yang,TH6305,2012,129.27636363636364,109.83454545454546,95.4818181818182,98.10181818181817,97.79272727272726,112.75636363636366,74.29454545454546,54.68363636363637,96.52772727272728,129.27636363636364,109.83454545454546,95.4818181818182,98.10181818181817,97.79272727272726,121.4090909090909,94.49818181818182,94.05818181818182,105.05659090909091
Mae Sot,TH6306,2012,129.6430325680726,109.34058996262682,94.53012546716498,97.8088093966898,96.25946342765619,122.81835290977041,78.72086225306995,55.68096636412174,98.10027529364655,129.6430325680726,109.60347036839296,94.53012546716498,97.8088093966898,96.25946342765619,123.26528296849973,96.78146022423921,94.7531900694074,105.33060431126536
Phop Phra,TH6307,2012,129.14258016405668,108.5228374347502,94.1921327367636,97.16588366890377,94.80119313944816,122.03834824757641,79.59226323639074,57.27384414615958,97.84113534675615,129.14258016405668,108.5228374347502,94.1921327367636,97.16588366890377,94.80119313944816,122.03834824757641,96.84789336316179,94.82367636092468,104.69181813944816
Umphang,TH6308,2012,131.2042643923241,108.31002132196164,94.46503198294243,97.86311300639659,94.76076759061834,122.80063965884864,81.34861407249467,57.82835820895523,98.5726012793177,131.2042643923241,108.99872068230279,94.46503198294243,97.86311300639659,94.76076759061834,122.80063965884864,97.46950959488274,94.96396588486141,105.31575159914713
Wang Chao,TH6309,2012,139.46687475614513,104.23472493172062,105.82891143191573,108.29543503706594,102.62996488490053,124.01603589543507,83.07592664845885,55.452009364026544,102.87498536870855,139.46687475614513,120.30991026141241,105.82891143191573,108.29543503706594,102.62996488490053,126.5456106125634,97.77491221225127,94.19496683573936,111.8808232539992
Mueang Loei,TH4201,2012,145.09470554926386,123.11803510758777,118.71820498301246,120.28094563986411,115.45164212910531,125.12010192525483,71.69204416761042,38.161325028312575,107.20462556625142,145.09470554926386,131.04306342015855,118.71820498301246,120.28094563986411,115.45164212910531,126.35300113250284,90.36534541336351,85.07669875424688,116.5479508776897
