admin2Name,admin2Pcod,Year,WS,WS_1,WS_2,WS_3,WS_4,WS_5,WS_6,WS_7,F_WS
Mueang Tak,TH6301,2017,0.6403679139755991,1.195582985829161,1.2703356924846911,1.2835978261989895,0.7255313144340643,0.18627674049852244,0.3138503602222449,0.3358861227784018,0.7439286195527092
Ban Tak,TH6302,2017,0.5017403042458575,1.5216363184696773,1.476698372785949,1.431061621147963,0.8736111278572892,0.1344312982863189,0.6668210384862185,0.6250688061572003,0.9038836109295592
Sam Ngao,TH6303,2017,0.5335658499849701,1.3580613714322793,1.2966564166675065,1.1783474975185235,0.6541045587097307,0.056120672321618936,0.6442864919055666,0.6781850909259998,0.7999159936832745
Mae Ramat,TH6304,2017,0.4648400273640889,1.5455462014179648,1.4377899349891565,1.40585706079803,0.9784449213773732,0.06591542779740092,1.337797997376943,1.264344722852291,1.062567036746656
Tha Song Yang,TH6305,2017,0.23368089716948773,0.9448137760655079,0.9484727088199013,0.8781929872556107,0.5540759498891382,0.12053413866909943,0.9996158132662192,0.9617659887442493,0.7051440324849017
Mae Sot,TH6306,2017,0.4649395828449894,1.4554948340996527,1.407289157124381,1.361715165565717,0.9267493670276877,0.10948760195058564,1.453369486372602,1.3782501164144723,1.069661913925011
Phop Phra,TH6307,2017,0.4417429971078345,1.332660410978036,1.3401914171041092,1.2834596162006369,0.8207587810227097,0.17693214214189235,1.3771201074585626,1.2515634475878519,1.003053614950204
Umphang,TH6308,2017,0.27438357177994166,1.1039622088866339,1.1084160711222923,1.0532120254304371,0.5851940503960026,0.16250391830163097,1.2563015173899525,1.174061067337907,0.8397543038305998
Wang Chao,TH6309,2017,0.5575230268765399,0.9094499629374918,1.0353024156833506,1.0655816170502153,0.6392168972893584,0.27472909209857144,0.2301724358626353,0.27800553517322885,0.6237476228714238
Mueang Loei,TH4201,2017,0.4936079632250769,0.9187840783650927,0.9116428655360916,0.8100754173566557,0.14722671905080012,0.6488125551647819,0.8917836626855333,1.1419259692386683,0.7454824038278377
Na Duang,TH4202,2017,0.5007751760330932,0.8550147476273461,0.8555539997219881,0.7659397243134364,0.12603573371813573,0.6684469683205446,0.928864799070906,1.1772981662443285,0.7347411643812223
Chiang Khan,TH4203,2017,0.5848621922412788,1.0648584776107342,0.9835590950050439,0.9175439482585158,0.13714107575329482,0.7012687808462681,0.8907526940157006,1.2115178253382215,0.8114380111336321
Pak Chom,TH4204,2017,,,,,,,,,
Dan Sai,TH4205,2017,0.5880843867735378,1.4854638826869833,1.4951285414226922,1.2730307948771784,0.7090986504533826,0.42008903765670885,1.1568107421375597,1.196666978510046,1.0405466268147612
Na Haeo,TH4206,2017,,,,,,,,,
Phu Ruea,TH4207,2017,0.6101806035022999,1.6182822473581013,1.636198266571601,1.3934942989752908,0.7544878824082659,0.44964968763982816,1.1210934728432378,1.1445033599836403,1.090986227410283
Tha Li,TH4208,2017,0.429500088833082,1.3114040853615911,1.2704402074479846,1.1091568636705418,0.34939254662667363,0.5393053325276754,0.7806595046268116,0.9669488814851444,0.8446009388224379
Wang Saphung,TH4209,2017,0.36021675525563,0.8995615807601608,0.9261290555847402,0.7833127322099631,0.22999957615543798,0.4752203586139496,0.7764036690554965,0.8920026952408721,0.6678558028595313
Phu Kradueng,TH4210,2017,0.4014331217020535,1.0731164497590908,1.1402256644951103,0.9311057251736722,0.3587045933102446,0.38632162387459246,0.9827335070481762,1.038294301756526,0.7889918733899333
Phu Luang,TH4211,2017,0.35011999290635115,1.08028473586204,1.1503216689906666,0.9334828709145909,0.3814506535850985,0.4772739515974272,0.883463566065177,0.9221558359005161,0.7723191594777333
Pha Khao,TH4212,2017,0.48396202235377245,0.9880931268687824,0.8267623473805166,0.8083225605185878,0.27485527568577617,0.344481030009239,0.9980606018256932,1.1070853926935147,0.7289527946669853
